bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,livingArea,price,propertyUrl
3,26,/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/,FOR_RENT,154000,"5 Weatherwood Dr, Greenbrier, AR 72058",5 Weatherwood Dr,1600,2026-07-09T00:00:00.000Z,Listed for rent,2022-10-04T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2022-09-19T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-09-16T00:00:00.000Z,Listed for sale,2008-04-30T00:00:00.000Z,Sold,,,,,,,,,,,1547,1600,https://www.zillow.com/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/
4,46,/homedetails/9207-Pleasant-Valley-Dr-Alexander-AR-72002/305110248_zpid/,FOR_RENT,,"9207 Pleasant Valley Dr, Alexander, AR 72002",9207 Pleasant Valley Dr,1695,2026-07-09T00:00:00.000Z,Listed for rent,2026-06-26T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2026-06-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-10-30T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,1476,1695,https://www.zillow.com/homedetails/9207-Pleasant-Valley-Dr-Alexander-AR-72002/305110248_zpid/
3,13,/homedetails/9-Jarman-Ln-Vilonia-AR-72173/225149_zpid/,FOR_RENT,230000,"9 Jarman Ln, Vilonia, AR 72173",9 Jarman Ln,2000,2026-07-21T00:00:00.000Z,Listed for rent,2026-07-02T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2026-05-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2013-07-03T00:00:00.000Z,Sold,2012-07-19T00:00:00.000Z,Sold,,,,,,,,,,,2100,2000,https://www.zillow.com/homedetails/9-Jarman-Ln-Vilonia-AR-72173/225149_zpid/
3,52,/homedetails/56-Eden-Valley-Ranch-Rd-Vilonia-AR-72173/102990816_zpid/,FOR_RENT,91800,"56 Eden Valley Ranch Rd, Vilonia, AR 72173",56 Eden Valley Ranch Rd,1295,2026-07-20T00:00:00.000Z,Price change,2026-07-02T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,,,,,2026-06-22T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-06-13T00:00:00.000Z,Listed for rent,2024-04-05T00:00:00.000Z,Sold,2024-03-07T00:00:00.000Z,Listing removed,2024-02-29T00:00:00.000Z,Listed for sale,2022-08-05T00:00:00.000Z,Sold,2022-06-16T00:00:00.000Z,Listed for sale,,,1280,1295,https://www.zillow.com/homedetails/56-Eden-Valley-Ranch-Rd-Vilonia-AR-72173/102990816_zpid/
3,27,/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,FOR_RENT,,"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,1835,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2023-07-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,1472,1835,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/
3,17,/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,FOR_RENT,,"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,1795,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-09-09T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,1472,1795,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/
3,91,/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/,FOR_RENT,270000,"18 Kimberly Dr, Vilonia, AR 72173",18 Kimberly Dr,1995,2026-05-04T00:00:00.000Z,Listed for rent,2026-01-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2025-11-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2025-11-20T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for sale,2015-07-09T00:00:00.000Z,Sold,2000-03-15T00:00:00.000Z,Sold,,,,,,,1954,1995,https://www.zillow.com/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/
3,42,/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,FOR_RENT,108500,"600 S Davis St, Conway, AR 72034",600 S Davis St,1525,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,,,,,2026-06-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-10-20T00:00:00.000Z,Listing removed,2022-10-11T00:00:00.000Z,Price change,2022-09-22T00:00:00.000Z,Listed for rent,2017-06-15T00:00:00.000Z,Sold,2017-05-06T00:00:00.000Z,Listed for sale,2015-04-17T00:00:00.000Z,Sold,2005-07-22T00:00:00.000Z,Sold,1728,1525,https://www.zillow.com/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/
4,28,/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,FOR_RENT,222925,"124 Im Dr, Maumelle, AR 72113",124 Im Dr,1950,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-07-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Sold,,,,,,,,,1500,1950,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/
3,33,/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,FOR_RENT,,"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,1800,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-04-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,1480,1800,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/
3,208,/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/,FOR_RENT,134000,"3915 Ledbetter Dr, Conway, AR 72034",3915 Ledbetter Dr,1100,2026-01-14T00:00:00.000Z,Listed for rent,2026-01-14T00:00:00.000Z,Listing removed,2023-01-25T00:00:00.000Z,Price change,2022-11-23T00:00:00.000Z,Listed for rent,2022-11-14T00:00:00.000Z,Sold,2022-10-13T00:00:00.000Z,Contingent,2022-10-09T00:00:00.000Z,Listed for sale,2015-07-17T00:00:00.000Z,Sold,2002-05-31T00:00:00.000Z,Sold,,,,,,,2026-01-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-12-09T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Price change,2024-08-16T00:00:00.000Z,Listed for rent,2024-02-29T00:00:00.000Z,Listing removed,2024-02-16T00:00:00.000Z,Price change,2024-01-08T00:00:00.000Z,Listed for rent,2023-02-08T00:00:00.000Z,Listing removed,1052,1100,https://www.zillow.com/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/
3,6,/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/,FOR_RENT,112749,"13 Holly Brook Cv, Maumelle, AR 72113",13 Holly Brook Cv,1700,2026-07-28T00:00:00.000Z,Listed for rent,2007-02-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2002-10-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2000-05-31T00:00:00.000Z,Sold,1997-06-09T00:00:00.000Z,Sold,,,,,,,,,,,1272,1700,https://www.zillow.com/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/
2,34,/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,FOR_RENT,,"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,850,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2018-06-28T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent,2013-12-30T00:00:00.000Z,Listing removed,2013-11-27T00:00:00.000Z,Listed for rent,,,,,925,850,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/
3,16,/homedetails/31-Vantage-Dr-Maumelle-AR-72113/326142_zpid/,FOR_RENT,198000,"31 Vantage Dr, Maumelle, AR 72113",31 Vantage Dr,1500,2026-08-04T00:00:00.000Z,Price change,2026-07-18T00:00:00.000Z,Listed for rent,2002-01-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2024-04-06T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2024-04-03T00:00:00.000Z,Price change,2024-03-28T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2017-10-24T00:00:00.000Z,Listing removed,2017-09-24T00:00:00.000Z,Listed for rent,2013-01-07T00:00:00.000Z,Sold,2006-03-20T00:00:00.000Z,Sold,1300,1500,https://www.zillow.com/homedetails/31-Vantage-Dr-Maumelle-AR-72113/326142_zpid/
4,40,/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/,FOR_RENT,,"1088 Huntington Dr, Benton, AR 72019",1088 Huntington Dr,1595,2026-07-23T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2022-07-12T00:00:00.000Z,Price change,2022-07-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2022-12-30T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2022-12-14T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-10T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Price change,2022-08-02T00:00:00.000Z,Price change,2022-07-25T00:00:00.000Z,Price change,1640,1595,https://www.zillow.com/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/
3,82,/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,FOR_RENT,420000,"3153 Stonewall Dr, Benton, AR 72015",3153 Stonewall Dr,2099,2026-06-17T00:00:00.000Z,Price change,2026-05-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,2026-02-02T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2025-11-17T00:00:00.000Z,Listed for rent,2023-06-16T00:00:00.000Z,Listing removed,2023-05-24T00:00:00.000Z,Listed for rent,2008-10-03T00:00:00.000Z,Sold,2007-07-18T00:00:00.000Z,Sold,2007-03-01T00:00:00.000Z,Sold,,,2104,2099,https://www.zillow.com/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/
3,118,/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/,FOR_RENT,,"3225 Jean Cv, Alexander, AR 72002",3225 Jean Cv,2600,2026-07-27T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827,2600,https://www.zillow.com/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/
3,48,/homedetails/14806-White-Oaks-Ln-Mabelvale-AR-72103/377453_zpid/,FOR_RENT,135000,"14806 White Oaks Ln, Mabelvale, AR 72103",14806 White Oaks Ln,1445,2026-07-29T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2021-10-19T00:00:00.000Z,Contingent,2021-10-16T00:00:00.000Z,Price change,2021-10-08T00:00:00.000Z,Listed for sale,2021-08-19T00:00:00.000Z,Contingent,2021-08-09T00:00:00.000Z,Listed for sale,2021-07-26T00:00:00.000Z,Sold,2006-08-30T00:00:00.000Z,Sold,,,,,,,2026-06-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2026-06-03T00:00:00.000Z,Listing removed,2026-05-07T00:00:00.000Z,Listed for rent,2022-04-20T00:00:00.000Z,Listing removed,2022-04-14T00:00:00.000Z,Price change,2022-03-30T00:00:00.000Z,Price change,2022-01-20T00:00:00.000Z,Listed for rent,2021-11-08T00:00:00.000Z,Sold,1383,1445,https://www.zillow.com/homedetails/14806-White-Oaks-Ln-Mabelvale-AR-72103/377453_zpid/
2,27,/homedetails/9706-Elderberry-Trl-Maumelle-AR-72113/453342131_zpid/,FOR_RENT,,"9706 Elderberry Trl, Maumelle, AR 72113",9706 Elderberry Trl,800,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,800,https://www.zillow.com/homedetails/9706-Elderberry-Trl-Maumelle-AR-72113/453342131_zpid/
3,49,/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/,FOR_RENT,180000,"2555 Winchester Dr, Conway, AR 72032",2555 Winchester Dr,1450,2026-07-20T00:00:00.000Z,Price change,2026-07-01T00:00:00.000Z,Price change,2025-02-26T00:00:00.000Z,Listing removed,2025-01-08T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-11-02T00:00:00.000Z,Listed for rent,2024-10-26T00:00:00.000Z,Listing removed,2024-10-14T00:00:00.000Z,Price change,2024-09-18T00:00:00.000Z,Price change,2024-09-03T00:00:00.000Z,Listed for rent,2015-06-12T00:00:00.000Z,Sold,1996-09-18T00:00:00.000Z,Sold,2026-06-15T00:00:00.000Z,Listed for rent,1994-12-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,2026-05-08T00:00:00.000Z,Listing removed,2026-05-01T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for rent,2025-04-07T00:00:00.000Z,Sold,2025-03-08T00:00:00.000Z,Contingent,2025-03-05T00:00:00.000Z,Listed for sale,1104,1450,https://www.zillow.com/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/
3,318,/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,FOR_RENT,120000,"14025 Cottontail Ln, Alexander, AR 72002",14025 Cottontail Ln,1595,2026-06-24T00:00:00.000Z,Listing removed,2026-02-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,2025-09-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-07-01T00:00:00.000Z,Sold,2022-04-20T00:00:00.000Z,Sold,2005-05-09T00:00:00.000Z,Sold,,,,,,,,,1224,1595,https://www.zillow.com/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/
4,10,/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/,FOR_RENT,,"136 Chambery Dr, Maumelle, AR 72113",136 Chambery Dr,2400,2026-07-24T00:00:00.000Z,Listed for rent,2018-04-13T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2018-03-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2018-01-22T00:00:00.000Z,Listing removed,2017-12-29T00:00:00.000Z,Listed for rent,2017-03-30T00:00:00.000Z,Listing removed,2017-01-27T00:00:00.000Z,Listed for sale,,,,,,,1651,2400,https://www.zillow.com/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/
3,20,/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,FOR_RENT,139900,"80 Garden Oaks Dr, Maumelle, AR 72113",80 Garden Oaks Dr,1650,2026-07-14T00:00:00.000Z,Listed for rent,2025-02-18T00:00:00.000Z,Listing removed,2014-07-14T00:00:00.000Z,Sold,2014-06-05T00:00:00.000Z,Price change,2014-04-25T00:00:00.000Z,Listed for sale,2014-01-29T00:00:00.000Z,Sold,2013-07-19T00:00:00.000Z,Sold,1997-10-13T00:00:00.000Z,Sold,,,,,,,,,2025-01-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-02-15T00:00:00.000Z,Listing removed,2024-01-18T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-06-27T00:00:00.000Z,Listing removed,2020-06-21T00:00:00.000Z,Listed for rent,2014-10-28T00:00:00.000Z,Listing removed,2014-10-17T00:00:00.000Z,Sold,1300,1650,https://www.zillow.com/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/
3,6,/homedetails/215-Nantucket-Loop-Maumelle-AR-72113/122005891_zpid/,FOR_RENT,227000,"215 Nantucket Loop, Maumelle, AR 72113",215 Nantucket Loop,1825,2026-07-28T00:00:00.000Z,Listed for rent,2022-08-31T00:00:00.000Z,Listing removed,2014-06-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2022-08-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-04-13T00:00:00.000Z,Listing removed,2022-04-05T00:00:00.000Z,Listed for rent,2021-02-28T00:00:00.000Z,Listing removed,2020-07-30T00:00:00.000Z,Listing removed,2020-07-20T00:00:00.000Z,Listed for rent,2019-04-05T00:00:00.000Z,Sold,2019-01-23T00:00:00.000Z,Listed for sale,1734,1825,https://www.zillow.com/homedetails/215-Nantucket-Loop-Maumelle-AR-72113/122005891_zpid/
3,6,/homedetails/5-Hickory-Ln-Maumelle-AR-72113/326945_zpid/,FOR_RENT,149500,"5 Hickory Ln, Maumelle, AR 72113",5 Hickory Ln,1625,2026-07-28T00:00:00.000Z,Listed for rent,2025-07-23T00:00:00.000Z,Listing removed,2022-10-04T00:00:00.000Z,Listed for rent,2021-05-20T00:00:00.000Z,Sold,2014-07-25T00:00:00.000Z,Sold,2005-02-22T00:00:00.000Z,Sold,,,,,,,,,,,,,2025-07-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-05-28T00:00:00.000Z,Listing removed,2024-05-23T00:00:00.000Z,Listed for rent,2024-05-23T00:00:00.000Z,Listing removed,2024-05-10T00:00:00.000Z,Listed for rent,2022-11-09T00:00:00.000Z,Listing removed,2022-10-20T00:00:00.000Z,Price change,2022-10-13T00:00:00.000Z,Price change,1411,1625,https://www.zillow.com/homedetails/5-Hickory-Ln-Maumelle-AR-72113/326945_zpid/
4,0,/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,FOR_RENT,,"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,2600,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-07-04T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2025-06-21T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,2350,2600,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/
3,39,/homedetails/2548-Garden-Dr-Benton-AR-72015/350936742_zpid/,FOR_RENT,,"2548 Garden Dr, Benton, AR 72015",2548 Garden Dr,1825,2026-07-17T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,2026-06-15T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2026-05-29T00:00:00.000Z,Listed for rent,2026-05-22T00:00:00.000Z,Listing removed,2026-05-01T00:00:00.000Z,Listed for rent,2025-05-06T00:00:00.000Z,Listing removed,2025-04-16T00:00:00.000Z,Listed for rent,,,,,1400,1825,https://www.zillow.com/homedetails/2548-Garden-Dr-Benton-AR-72015/350936742_zpid/
4,4,/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,FOR_RENT,380000,"15 Iris Cv, Maumelle, AR 72113",15 Iris Cv,3000,2026-07-30T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2001-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2026-05-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2019-02-06T00:00:00.000Z,Sold,2019-01-22T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-10-03T00:00:00.000Z,Price change,2018-06-15T00:00:00.000Z,Listed for sale,2015-06-26T00:00:00.000Z,Sold,2002-05-24T00:00:00.000Z,Sold,2320,3000,https://www.zillow.com/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/
3,12,/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,FOR_RENT,29900,"721 S Richards, Benton, AR 72015",721 S Richards,1650,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,2023-07-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2023-07-09T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,1544,1650,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/
4,10,/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,FOR_RENT,,"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,2400,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2019-03-21T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-04-27T00:00:00.000Z,Listed for rent,,,,,1651,2400,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/
3,15,/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,FOR_RENT,145000,"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,1700,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2012-10-11T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,1997-04-16T00:00:00.000Z,Sold,,,,,,,,,,,,,1300,1700,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/
3,13,/homedetails/717-Burton-St-Benton-AR-72015/385729_zpid/,FOR_RENT,22000,"717 Burton St, Benton, AR 72015",717 Burton St,1650,2026-08-03T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2023-08-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,2026-07-21T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2026-07-07T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Listed for sale,2026-05-07T00:00:00.000Z,Listing removed,2026-05-05T00:00:00.000Z,Listed for sale,2023-08-31T00:00:00.000Z,Sold,2023-08-28T00:00:00.000Z,Contingent,1544,1650,https://www.zillow.com/homedetails/717-Burton-St-Benton-AR-72015/385729_zpid/
3,2,/homedetails/2201-S-Fox-Trl-Benton-AR-72019/382738_zpid/,FOR_RENT,273000,"2201 S Fox Trl, Benton, AR 72019",2201 S Fox Trl,2100,2026-08-02T00:00:00.000Z,Listed for rent,2025-02-11T00:00:00.000Z,Listing removed,2015-08-05T00:00:00.000Z,Listing removed,2015-08-01T00:00:00.000Z,Listed for rent,2015-03-28T00:00:00.000Z,Listing removed,2015-01-22T00:00:00.000Z,Listed for rent,2014-07-18T00:00:00.000Z,Listing removed,2014-07-09T00:00:00.000Z,Listed for rent,2013-03-19T00:00:00.000Z,Sold,2007-11-01T00:00:00.000Z,Sold,,,,,2025-01-21T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-07-12T00:00:00.000Z,Sold,2024-05-22T00:00:00.000Z,Price change,2024-05-06T00:00:00.000Z,Listed for sale,2017-09-25T00:00:00.000Z,Sold,2017-08-01T00:00:00.000Z,Listed for sale,2016-01-31T00:00:00.000Z,Listing removed,2016-01-24T00:00:00.000Z,Listed for rent,1927,2100,https://www.zillow.com/homedetails/2201-S-Fox-Trl-Benton-AR-72019/382738_zpid/
3,10,/homedetails/2810-Longbow-Ln-Conway-AR-72034/241142_zpid/,FOR_RENT,0,"2810 Longbow Ln, Conway, AR 72034",2810 Longbow Ln,1275,2026-07-24T00:00:00.000Z,Listed for rent,2021-08-16T00:00:00.000Z,Listing removed,1994-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2021-08-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2021-02-23T00:00:00.000Z,Listing removed,2020-02-12T00:00:00.000Z,Listing removed,2019-12-13T00:00:00.000Z,Price change,2019-10-01T00:00:00.000Z,Price change,2019-09-14T00:00:00.000Z,Listed for rent,2014-10-16T00:00:00.000Z,Sold,2006-07-05T00:00:00.000Z,Sold,1194,1275,https://www.zillow.com/homedetails/2810-Longbow-Ln-Conway-AR-72034/241142_zpid/
