listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,Maumelle,AR,72113,,forRent,4,2435,,2600,14,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,,2026-09-15T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,Maumelle,AR,72113,,forRent,3,1200,,1995,87,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,,2026-09-08T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10700 Mason Dr, North Little Rock, AR 72113",10700 Mason Dr,North Little Rock,AR,72113,,forRent,3,1248,,1700,9,https://www.zillow.com/homedetails/10700-Mason-Dr-North-Little-Rock-AR-72113/457082284_zpid/,,204325,2026-09-08T00:00:00.000Z,Listed for rent,2026-03-11T00:00:00.000Z,Sold,2026-01-15T00:00:00.000Z,Contingent,2025-12-30T00:00:00.000Z,Listed for sale,2025-10-30T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,North Little Rock,AR,72113,,forRent,3,1722,,1950,28,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,,246600,2026-08-20T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-08T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2023-06-12T00:00:00.000Z,Sold,2023-05-02T00:00:00.000Z,Contingent,2023-03-02T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Contingent,2023-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 Jo Park Ln, Maumelle, AR 72113",103 Jo Park Ln,Maumelle,AR,72113,,forRent,3,1491,,1700,1,https://www.zillow.com/homedetails/103-Jo-Park-Ln-Maumelle-AR-72113/2058345725_zpid/,,223425,2026-09-16T00:00:00.000Z,Listed for rent,2023-08-10T00:00:00.000Z,Sold,2023-04-29T00:00:00.000Z,Listing removed,2023-04-18T00:00:00.000Z,Price change,2023-03-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6005 Coywolf, Maumelle, AR 72113",6005 Coywolf,Maumelle,AR,72113,,forRent,4,1955,,2300,1,https://www.zillow.com/homedetails/6005-Coywolf-Maumelle-AR-72113/465322717_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65 Swayze Rhys Ln, Cabot, AR 72023",65 Swayze Rhys Ln,Cabot,AR,72023,,forRent,3,1633,,1675,35,https://www.zillow.com/homedetails/65-Swayze-Rhys-Ln-Cabot-AR-72023/2052994194_zpid/,,213925,2026-09-08T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Listed for rent,2024-05-01T00:00:00.000Z,Sold,2024-04-05T00:00:00.000Z,Contingent,2024-02-09T00:00:00.000Z,Price change,2024-02-01T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"113 Lucy Ln, Maumelle, AR 72113",113 Lucy Ln,Maumelle,AR,72113,,forRent,3,1051,,1460,9,https://www.zillow.com/homedetails/113-Lucy-Ln-Maumelle-AR-72113/463057776_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70 Kinley Brook Ln, Cabot, AR 72023",70 Kinley Brook Ln,Cabot,AR,72023,,forRent,3,1012,,1595,37,https://www.zillow.com/homedetails/70-Kinley-Brook-Ln-Cabot-AR-72023/2055560788_zpid/,,175775,2026-08-11T00:00:00.000Z,Listed for rent,2024-06-17T00:00:00.000Z,Listing removed,2024-05-22T00:00:00.000Z,Price change,2024-03-06T00:00:00.000Z,Listed for rent,2024-02-27T00:00:00.000Z,Sold,2024-02-17T00:00:00.000Z,Contingent,2023-12-26T00:00:00.000Z,Price change,2023-11-15T00:00:00.000Z,Price change,2023-09-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"115 Maddison Rachael, Cabot, AR 72023",115 Maddison Rachael,Cabot,AR,72023,,forRent,3,1373,,1410,9,https://www.zillow.com/homedetails/115-Maddison-Rachael-Cabot-AR-72023/463940284_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140 Nona Ruth Ln, Cabot, AR 72023",140 Nona Ruth Ln,Cabot,AR,72023,,forRent,3,1402,,1410,3,https://www.zillow.com/homedetails/140-Nona-Ruth-Ln-Cabot-AR-72023/464348901_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Listing removed,2026-08-07T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35 Foster Louis Ln, Cabot, AR 72023",35 Foster Louis Ln,Cabot,AR,72023,,forRent,3,1234,,1455,20,https://www.zillow.com/homedetails/35-Foster-Louis-Ln-Cabot-AR-72023/349183675_zpid/,,,2026-08-28T00:00:00.000Z,Listed for rent,2024-08-07T00:00:00.000Z,Listing removed,2024-08-06T00:00:00.000Z,Listed for rent,2024-08-06T00:00:00.000Z,Listing removed,2024-05-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 Leruss Blvd, Cabot, AR 72023",60 Leruss Blvd,Cabot,AR,72023,,forRent,3,1422,,1399,44,https://www.zillow.com/homedetails/60-Leruss-Blvd-Cabot-AR-72023/342062290_zpid/,,203000,2026-09-14T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2024-06-22T00:00:00.000Z,Listing removed,2024-06-15T00:00:00.000Z,Listed for rent,2024-06-11T00:00:00.000Z,Sold,2024-04-10T00:00:00.000Z,Listing removed,2024-04-04T00:00:00.000Z,Price change,2024-03-02T00:00:00.000Z,Price change,2024-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25 Maddison Rachael, Cabot, AR 72023",25 Maddison Rachael,Cabot,AR,72023,,forRent,3,1248,,1310,9,https://www.zillow.com/homedetails/25-Maddison-Rachael-Cabot-AR-72023/460872609_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-04-30T00:00:00.000Z,Price change,2026-04-24T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-13T00:00:00.000Z,Price change,2026-03-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"24-1 Five Oddie Ln, Ward, AR 72023",24-1 Five Oddie Ln,Ward,AR,72023,,forRent,2,825,,725,8,https://www.zillow.com/homedetails/24-1-Five-Oddie-Ln-Ward-AR-72023/464237325_zpid/,,,2026-09-11T00:00:00.000Z,Price change,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-26T00:00:00.000Z,Listing removed,2026-07-30T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105 Maddison Rachael, Cabot, AR 72023",105 Maddison Rachael,Cabot,AR,72023,,forRent,4,1459,,1460,9,https://www.zillow.com/homedetails/105-Maddison-Rachael-Cabot-AR-72023/463333812_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 Nona Ruth Ln, Cabot, AR 72023",120 Nona Ruth Ln,Cabot,AR,72023,,forRent,3,1402,,1410,9,https://www.zillow.com/homedetails/120-Nona-Ruth-Ln-Cabot-AR-72023/464079221_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55 Maddison Rachael, Cabot, AR 72023",55 Maddison Rachael,Cabot,AR,72023,,forRent,4,1459,,1475,48,https://www.zillow.com/homedetails/55-Maddison-Rachael-Cabot-AR-72023/461972684_zpid/,,212900,2026-08-27T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-06-01T00:00:00.000Z,Contingent,2026-04-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Nona Ruth Ln, Cabot, AR 72023",100 Nona Ruth Ln,Cabot,AR,72023,,forRent,4,1459,,1460,9,https://www.zillow.com/homedetails/100-Nona-Ruth-Ln-Cabot-AR-72023/463333811_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"155 Maddison Dr, Cabot, AR 72023",155 Maddison Dr,Cabot,AR,72023,,forRent,4,1600,,1535,3,https://www.zillow.com/homedetails/155-Maddison-Dr-Cabot-AR-72023/465236137_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Nona Ruth Ln, Cabot, AR 72023",110 Nona Ruth Ln,Cabot,AR,72023,,forRent,3,1248,,1310,9,https://www.zillow.com/homedetails/110-Nona-Ruth-Ln-Cabot-AR-72023/463333813_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Leruss Blvd, Cabot, AR 72023",15 Leruss Blvd,Cabot,AR,72023,,forRent,,,,,,https://www.zillow.com/b/15-leruss-blvd-cabot-ar-CkhJp8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1610 Raden St, Conway, AR 72032",1610 Raden St,Conway,AR,72032,,forRent,3,1243,,1650,36,https://www.zillow.com/homedetails/1610-Raden-St-Conway-AR-72032/2066419442_zpid/,,,2026-08-12T00:00:00.000Z,Listed for rent,2025-10-04T00:00:00.000Z,Listing removed,2025-10-03T00:00:00.000Z,Listed for rent,2025-10-03T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2023-12-30T00:00:00.000Z,Listing removed,2023-12-29T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-12-01T00:00:00.000Z,Price change,2023-09-08T00:00:00.000Z,Listed for rent,2023-04-19T00:00:00.000Z,Listing removed,2023-03-28T00:00:00.000Z,Listed for rent,2022-04-21T00:00:00.000Z,Listing removed,2022-02-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 E Concord Rd, Mayflower, AR 72106",103 E Concord Rd,Mayflower,AR,72106,,forRent,3,1413,,1660,9,https://www.zillow.com/homedetails/103-E-Concord-Rd-Mayflower-AR-72106/463058000_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-20T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"640 Cherub Dr, Conway, AR 72034",640 Cherub Dr,Conway,AR,72034,,forRent,3,1144,,1500,4,https://www.zillow.com/homedetails/640-Cherub-Dr-Conway-AR-72034/242932_zpid/,,180000,2026-09-13T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-27T00:00:00.000Z,Contingent,2026-07-26T00:00:00.000Z,Listed for sale,2018-04-26T00:00:00.000Z,Sold,2013-10-04T00:00:00.000Z,Sold,2010-09-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1306 Bellemeade Dr, Conway, AR 72034",1306 Bellemeade Dr,Conway,AR,72034,,forRent,3,2220,,1775,35,https://www.zillow.com/homedetails/1306-Bellemeade-Dr-Conway-AR-72034/234155_zpid/,,89090,2026-08-13T00:00:00.000Z,Listed for rent,2025-06-20T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2017-12-01T00:00:00.000Z,Listing removed,2017-08-20T00:00:00.000Z,Price change,2017-05-31T00:00:00.000Z,Listed for sale,2013-10-16T00:00:00.000Z,Listing removed,2013-07-18T00:00:00.000Z,Listed for sale,2013-04-01T00:00:00.000Z,Sold,2012-06-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1740 Raden St, Conway, AR 72032",1740 Raden St,Conway,AR,72032,,forRent,3,1243,,1650,8,https://www.zillow.com/homedetails/1740-Raden-St-Conway-AR-72032/2061816633_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-05-19T00:00:00.000Z,Listing removed,2026-02-27T00:00:00.000Z,Price change,2022-11-09T00:00:00.000Z,Price change,2022-10-11T00:00:00.000Z,Price change,2022-08-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1810 Rich Smith Ln, Conway, AR 72032",1810 Rich Smith Ln,Conway,AR,72032,,forRent,3,2310,,2500,52,https://www.zillow.com/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,,,2026-07-27T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-04-22T00:00:00.000Z,Price change,2026-01-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way, Maumelle, AR 72113",2400 SW Ednruance Way,Maumelle,AR,72113,,other,,,,,,"https://www.zillow.com/b/2400-sw-ednruance-way-maumelle-ar/34.87126275998,-92.450398671503_ll/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2042 Moody Gdns, Conway, AR 72034",2042 Moody Gdns,Conway,AR,72034,,forRent,3,1416,,1600,0,https://www.zillow.com/homedetails/2042-Moody-Gdns-Conway-AR-72034/352031406_zpid/,,,2026-09-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1155 Mimosa Dr, Conway, AR 72034",1155 Mimosa Dr,Conway,AR,72034,,forRent,3,1236,,1400,13,https://www.zillow.com/homedetails/1155-Mimosa-Dr-Conway-AR-72034/35730018_zpid/,,78000,2026-09-04T00:00:00.000Z,Listed for rent,2025-06-19T00:00:00.000Z,Listing removed,2025-06-16T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Listing removed,2023-09-11T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Listing removed,2019-06-05T00:00:00.000Z,Listed for rent,2001-06-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31 Haley Renee Dr, Greenbrier, AR 72058",31 Haley Renee Dr,Greenbrier,AR,72058,,forRent,3,1527,,1400,43,https://www.zillow.com/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,,,2026-08-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63 Autumn Hills Rd, Greenbrier, AR 72058",63 Autumn Hills Rd,Greenbrier,AR,72058,,forRent,3,1420,,1450,2,https://www.zillow.com/homedetails/63-Autumn-Hills-Rd-Greenbrier-AR-72058/82246957_zpid/,,,2026-09-15T00:00:00.000Z,Listed for rent,2025-01-21T00:00:00.000Z,Listing removed,2025-01-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2004 Hairston Ave, Conway, AR 72034",2004 Hairston Ave,Conway,AR,72034,,forRent,3,1703,,2800,15,https://www.zillow.com/homedetails/2004-Hairston-Ave-Conway-AR-72034/444384959_zpid/,,,2026-09-02T00:00:00.000Z,Listed for rent,2026-02-25T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-12-29T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-24T00:00:00.000Z,Price change,2025-01-29T00:00:00.000Z,Price change,2025-01-15T00:00:00.000Z,Listed for rent,2024-11-29T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1906 Dave Ward Dr, Conway, AR 72034",1906 Dave Ward Dr,Conway,AR,72034,,forRent,3,1335,,1000,37,https://www.zillow.com/homedetails/1906-Dave-Ward-Dr-Conway-AR-72034/2061771487_zpid/,,,2026-08-11T00:00:00.000Z,Listed for rent,2025-12-18T00:00:00.000Z,Listing removed,2025-11-11T00:00:00.000Z,Price change,2025-10-28T00:00:00.000Z,Price change,2025-10-03T00:00:00.000Z,Price change,2025-06-27T00:00:00.000Z,Listed for rent,2024-05-29T00:00:00.000Z,Listing removed,2024-05-14T00:00:00.000Z,Price change,2024-04-23T00:00:00.000Z,Price change,2024-04-15T00:00:00.000Z,Price change,2024-03-18T00:00:00.000Z,Price change,2024-02-16T00:00:00.000Z,Price change,2024-02-13T00:00:00.000Z,Price change,2024-01-31T00:00:00.000Z,Listed for rent,2023-11-30T00:00:00.000Z,Listing removed,2023-11-15T00:00:00.000Z,Listed for rent,2022-10-25T00:00:00.000Z,Listing removed,2022-10-18T00:00:00.000Z,Price change,2022-10-02T00:00:00.000Z,Price change,2022-08-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,
"10 Harvest Ln, Conway, AR 72032",10 Harvest Ln,Conway,AR,72032,,forRent,3,1288,,1395,30,https://www.zillow.com/homedetails/10-Harvest-Ln-Conway-AR-72032/338960356_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Listed for rent,2022-09-22T00:00:00.000Z,Listing removed,2022-08-25T00:00:00.000Z,Price change,2022-08-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4555 Graham Dr, Conway, AR 72034",4555 Graham Dr,Conway,AR,72034,,forRent,3,1192,,1400,35,https://www.zillow.com/homedetails/4555-Graham-Dr-Conway-AR-72034/59917944_zpid/,,185000,2026-08-13T00:00:00.000Z,Listed for rent,2024-10-02T00:00:00.000Z,Listing removed,2024-09-23T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-06-28T00:00:00.000Z,Contingent,2023-06-28T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listed for sale,2016-09-29T00:00:00.000Z,Sold,2016-09-06T00:00:00.000Z,Pending sale,2016-07-30T00:00:00.000Z,Price change,2016-07-21T00:00:00.000Z,Listed for sale,2011-06-21T00:00:00.000Z,Sold,2005-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267 Hamilton St, Conway, AR 72032",1267 Hamilton St,Conway,AR,72032,,forRent,3,1056,,1158,29,https://www.zillow.com/homedetails/1267-Hamilton-St-Conway-AR-72032/234905_zpid/,,52000,2026-09-16T00:00:00.000Z,Price change,2026-09-14T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Listed for rent,2024-09-19T00:00:00.000Z,Listing removed,2024-09-17T00:00:00.000Z,Price change,2024-09-15T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Listing removed,2022-12-17T00:00:00.000Z,Price change,2022-12-03T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-11-08T00:00:00.000Z,Listed for rent,2022-11-04T00:00:00.000Z,Listing removed,2022-10-28T00:00:00.000Z,Price change,2022-09-30T00:00:00.000Z,Listed for sale,2021-12-14T00:00:00.000Z,Sold,2015-03-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"89 Solomon Grove Rd, Damascus, AR 72039",89 Solomon Grove Rd,Damascus,AR,72039,,forRent,3,1456,,1025,8,https://www.zillow.com/homedetails/89-Solomon-Grove-Rd-Damascus-AR-72039/244831_zpid/,,241000,2026-09-09T00:00:00.000Z,Listed for rent,2023-11-27T00:00:00.000Z,Listing removed,2023-11-20T00:00:00.000Z,Price change,2023-10-24T00:00:00.000Z,Listed for rent,2014-10-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"175 Southerland Rd, Conway, AR 72032",175 Southerland Rd,Conway,AR,72032,,forRent,3,1532,,1650,15,https://www.zillow.com/homedetails/175-Southerland-Rd-Conway-AR-72032/35730518_zpid/,,165000,2026-09-02T00:00:00.000Z,Listed for rent,2025-07-03T00:00:00.000Z,Listing removed,2025-06-23T00:00:00.000Z,Listed for rent,2024-06-07T00:00:00.000Z,Listing removed,2024-05-25T00:00:00.000Z,Listed for rent,2022-05-09T00:00:00.000Z,Listing removed,2022-04-18T00:00:00.000Z,Listed for rent,2022-04-06T00:00:00.000Z,Sold,2022-02-18T00:00:00.000Z,Contingent,2022-02-03T00:00:00.000Z,Listed for sale,2020-07-20T00:00:00.000Z,Listing removed,2020-07-17T00:00:00.000Z,Listed for sale,2018-02-03T00:00:00.000Z,Listing removed,2017-12-31T00:00:00.000Z,Listed for rent,2015-07-20T00:00:00.000Z,Sold,2015-06-17T00:00:00.000Z,Pending sale,2015-05-02T00:00:00.000Z,Listed for sale,2015-01-01T00:00:00.000Z,Listing removed,2014-06-19T00:00:00.000Z,Listed for sale,2006-09-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"2255 Rainbow Rd, Conway, AR 72032",2255 Rainbow Rd,Conway,AR,72032,,forRent,3,1254,,1600,1,https://www.zillow.com/homedetails/2255-Rainbow-Rd-Conway-AR-72032/240098_zpid/,,203000,2026-09-16T00:00:00.000Z,Listed for rent,2026-09-15T00:00:00.000Z,Sold,2026-08-14T00:00:00.000Z,Contingent,2026-08-12T00:00:00.000Z,Listed for sale,2024-08-23T00:00:00.000Z,Listing removed,2024-07-31T00:00:00.000Z,Listed for rent,2022-08-16T00:00:00.000Z,Listing removed,2022-08-08T00:00:00.000Z,Price change,2022-07-28T00:00:00.000Z,Listed for rent,2014-05-28T00:00:00.000Z,Sold,2010-06-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
