listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event
"14611 Parkway Meadows Dr, Alexander, AR 72002",14611 Parkway Meadows Dr,Alexander,AR,,forRent,3,1500,,1625,7,https://www.zillow.com/homedetails/14611-Parkway-Meadows-Dr-Alexander-AR-72002/112089546_zpid/,,192000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-08T00:00:00.000Z,Listing removed,2025-08-28T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-05T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,Cabot,AR,,forRent,3,1268,,1345,49,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent
"4541 Western Woods Dr, Benton, AR 72015",4541 Western Woods Dr,Benton,AR,,forRent,4,2000,,1895,9,https://www.zillow.com/homedetails/4541-Western-Woods-Dr-Benton-AR-72015/2061302075_zpid/,,313100,2026-09-15T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,2022-11-05T00:00:00.000Z,Listing removed,2022-09-30T00:00:00.000Z,Listed for rent,,,,
"35 G St, Cabot, AR 72023",35 G St,Cabot,AR,,forRent,3,1849,,1825,78,https://www.zillow.com/homedetails/35-G-St-Cabot-AR-72023/254255_zpid/,,230000,2026-07-25T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-05-03T00:00:00.000Z,Listed for rent,2025-05-25T00:00:00.000Z,Listing removed,2025-05-14T00:00:00.000Z,Price change,2025-05-01T00:00:00.000Z,Listed for rent
"8512 Highway 5 N, Benton, AR 72019",8512 Highway 5 N,Benton,AR,,forRent,4,1533,,1895,10,https://www.zillow.com/homedetails/8512-Highway-5-N-Benton-AR-72019/394628139_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-15T00:00:00.000Z,Listed for rent,,,,,,
"821 Church, Benton, AR 72015",821 Church,Benton,AR,,forRent,4,1540,,1675,20,https://www.zillow.com/homedetails/821-Church-Benton-AR-72015/387634_zpid/,,155000,2026-09-04T00:00:00.000Z,Listed for rent,2021-08-04T00:00:00.000Z,Listing removed,2021-07-27T00:00:00.000Z,Listed for rent,2021-06-04T00:00:00.000Z,Sold,2020-12-14T00:00:00.000Z,Sold,2020-10-24T00:00:00.000Z,Listed for sale
"4409 Olympic Dr, Benton, AR 72019",4409 Olympic Dr,Benton,AR,,forRent,4,1566,,1600,3,https://www.zillow.com/homedetails/4409-Olympic-Dr-Benton-AR-72019/446361230_zpid/,,182600,2026-09-21T00:00:00.000Z,Listed for rent,2024-07-09T00:00:00.000Z,Listing removed,2024-06-13T00:00:00.000Z,Listed for rent,2021-04-21T00:00:00.000Z,Sold,,,,
"3002 Forest Dr, Bryant, AR 72022",3002 Forest Dr,Bryant,AR,,forRent,3,1409,,1650,15,https://www.zillow.com/homedetails/3002-Forest-Dr-Bryant-AR-72022/390575_zpid/,,213000,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-24T00:00:00.000Z,Sold,2026-06-30T00:00:00.000Z,Listed for sale,2018-03-05T00:00:00.000Z,Sold,2011-03-18T00:00:00.000Z,Sold,2011-02-13T00:00:00.000Z,Listed for sale
"2500 Gibby Dr, Conway, AR 72032",2500 Gibby Dr,Conway,AR,,forRent,3,1221,,1350,20,https://www.zillow.com/homedetails/2500-Gibby-Dr-Conway-AR-72032/239939_zpid/,,123000,2026-09-04T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2021-03-12T00:00:00.000Z,Sold,2015-06-30T00:00:00.000Z,Sold,2015-03-29T00:00:00.000Z,Listing removed,2015-03-15T00:00:00.000Z,Listed for sale
"2765 Archer Ln, Conway, AR 72034",2765 Archer Ln,Conway,AR,,forRent,3,1560,,1700,41,https://www.zillow.com/homedetails/2765-Archer-Ln-Conway-AR-72034/241241_zpid/,,154500,2026-08-14T00:00:00.000Z,Listed for rent,2025-09-17T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Listed for rent,2024-05-31T00:00:00.000Z,Listing removed,2024-05-16T00:00:00.000Z,Listed for rent,2023-06-05T00:00:00.000Z,Listing removed
"6413 Amalie Dr, Alexander, AR 72002",6413 Amalie Dr,Alexander,AR,,forRent,3,1485,,1675,16,https://www.zillow.com/homedetails/6413-Amalie-Dr-Alexander-AR-72002/247595729_zpid/,,198000,2026-09-08T00:00:00.000Z,Listed for rent,2025-08-18T00:00:00.000Z,Listing removed,2025-08-06T00:00:00.000Z,Listed for rent,2022-05-12T00:00:00.000Z,Listing removed,2022-05-04T00:00:00.000Z,Price change,2022-04-27T00:00:00.000Z,Price change
"1620 Rambling Brook Dr, Benton, AR 72015",1620 Rambling Brook Dr,Benton,AR,,forRent,3,1355,,1850,14,https://www.zillow.com/homedetails/1620-Rambling-Brook-Dr-Benton-AR-72015/463057732_zpid/,,206900,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-05T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale
"1628 Rambling Brook Dr, Benton, AR 72015",1628 Rambling Brook Dr,Benton,AR,,forRent,3,1216,,1850,14,https://www.zillow.com/homedetails/1628-Rambling-Brook-Dr-Benton-AR-72015/463057763_zpid/,,200900,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-05T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale
"600 S Davis St, Conway, AR 72034",600 S Davis St,Conway,AR,,forRent,3,1728,,1500,94,https://www.zillow.com/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,,108500,2026-09-02T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Listed for rent,2022-10-20T00:00:00.000Z,Listing removed,2022-10-11T00:00:00.000Z,Price change
"300 Jefferson St, Benton, AR 72015",300 Jefferson St,Benton,AR,,forRent,3,1300,,1300,5,https://www.zillow.com/homedetails/300-Jefferson-St-Benton-AR-72015/114167718_zpid/,,,2026-09-25T00:00:00.000Z,Price change,2026-09-19T00:00:00.000Z,Listed for rent,,,,,,,,
"3264 Sidell Rd, Benton, AR 72015",3264 Sidell Rd,Benton,AR,,forRent,4,1652,,1795,6,https://www.zillow.com/homedetails/3264-Sidell-Rd-Benton-AR-72015/465427229_zpid/,,,2026-09-18T00:00:00.000Z,Listed for rent,,,,,,,,,,
"416 Jackman St, Benton, AR 72015",416 Jackman St,Benton,AR,,forRent,3,1200,,1600,5,https://www.zillow.com/homedetails/416-Jackman-St-Benton-AR-72015/389112_zpid/,,140000,2026-09-19T00:00:00.000Z,Listed for rent,2025-10-31T00:00:00.000Z,Sold,2025-10-13T00:00:00.000Z,Contingent,2025-10-04T00:00:00.000Z,Price change,2025-09-26T00:00:00.000Z,Listed for sale,2017-01-05T00:00:00.000Z,Sold
"2925 Gillis Dr, Benton, AR 72015",2925 Gillis Dr,Benton,AR,,forRent,4,2021,,2350,17,https://www.zillow.com/homedetails/2925-Gillis-Dr-Benton-AR-72015/2068772088_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-07T00:00:00.000Z,Listed for rent,2021-10-21T00:00:00.000Z,Listing removed,2021-08-19T00:00:00.000Z,Listed for sale,,
"911 James Madison Dr, Benton, AR 72019",911 James Madison Dr,Benton,AR,,forRent,3,2014,,1700,8,https://www.zillow.com/homedetails/911-James-Madison-Dr-Benton-AR-72019/82278084_zpid/,,175000,2026-09-16T00:00:00.000Z,Listed for rent,2024-07-26T00:00:00.000Z,Sold,2021-07-01T00:00:00.000Z,Sold,2014-03-12T00:00:00.000Z,Sold,,,,
"37 Saint John St, Cabot, AR 72023",37 Saint John St,Cabot,AR,,forRent,3,1188,,1295,86,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,,81500,2026-09-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Listed for rent,2026-03-26T00:00:00.000Z,Sold,2026-03-19T00:00:00.000Z,Contingent,2026-03-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change
"2933 Gillis Dr, Benton, AR 72015",2933 Gillis Dr,Benton,AR,,forRent,5,2500,,2500,17,https://www.zillow.com/homedetails/2933-Gillis-Dr-Benton-AR-72015/443098023_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-18T00:00:00.000Z,Listed for rent,,,,,,
"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,Cabot,AR,,forRent,3,1277,,1375,55,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,,199000,2026-09-15T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Listed for rent,2024-08-23T00:00:00.000Z,Sold
"1021 Circle Dr, Benton, AR 72015",1021 Circle Dr,Benton,AR,,forRent,3,1256,,1350,4,https://www.zillow.com/homedetails/1021-Circle-Dr-Benton-AR-72015/386718_zpid/,,50000,2026-09-20T00:00:00.000Z,Listed for rent,2023-03-06T00:00:00.000Z,Listing removed,2023-02-25T00:00:00.000Z,Listed for rent,2020-07-30T00:00:00.000Z,Sold,,,,
"3369 Garden Club Dr, Benton, AR 72022",3369 Garden Club Dr,Benton,AR,,forRent,3,1305,,1700,11,https://www.zillow.com/homedetails/3369-Garden-Club-Dr-Benton-AR-72022/118174164_zpid/,,172500,2026-09-14T00:00:00.000Z,Listed for rent,2025-06-21T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Listed for rent,2025-02-04T00:00:00.000Z,Listing removed,2025-01-07T00:00:00.000Z,Listed for rent,2024-09-03T00:00:00.000Z,Listing removed
"351 Meadow Creek Dr, Haskell, AR 72015",351 Meadow Creek Dr,Haskell,AR,,forRent,3,1625,,1650,48,https://www.zillow.com/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,,139900,2026-08-07T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-17T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Listing removed,2022-10-15T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change
"308 McCright St, Benton, AR 72015",308 McCright St,Benton,AR,,forRent,3,1850,,1600,3,https://www.zillow.com/homedetails/308-McCright-St-Benton-AR-72015/387313_zpid/,,75000,2026-09-21T00:00:00.000Z,Listed for rent,2025-11-20T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Price change,2025-09-16T00:00:00.000Z,Listed for rent,2023-12-21T00:00:00.000Z,Listing removed,2023-12-19T00:00:00.000Z,Listed for rent
"1116 Kenwood Cv, Bryant, AR 72022",1116 Kenwood Cv,Bryant,AR,,forRent,4,1931,,2100,35,https://www.zillow.com/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,,120000,2026-08-20T00:00:00.000Z,Listed for rent,2025-07-26T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Listed for rent,2024-01-18T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,2022-06-08T00:00:00.000Z,Listing removed
"6316 Warwick Dr, Alexander, AR 72002",6316 Warwick Dr,Alexander,AR,,forRent,4,1884,,2300,55,https://www.zillow.com/homedetails/6316-Warwick-Dr-Alexander-AR-72002/461049113_zpid/,,277000,2026-09-18T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-06-29T00:00:00.000Z,Sold,2026-05-29T00:00:00.000Z,Contingent,2026-05-29T00:00:00.000Z,Price change,2026-03-14T00:00:00.000Z,Listed for sale
"2906 Pamela, Benton, AR 72015",2906 Pamela,Benton,AR,,forRent,3,1372,,1495,31,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed
"2721 Timbermist Dr, Benton, AR 72015",2721 Timbermist Dr,Benton,AR,,forRent,3,1200,,1600,25,https://www.zillow.com/homedetails/2721-Timbermist-Dr-Benton-AR-72015/386806_zpid/,,83000,2026-08-30T00:00:00.000Z,Listed for rent,2025-09-01T00:00:00.000Z,Listing removed,2025-06-30T00:00:00.000Z,Price change,2025-03-03T00:00:00.000Z,Price change,2024-12-20T00:00:00.000Z,Listed for rent,2024-12-06T00:00:00.000Z,Listing removed
"1422 Saw Grass Cv, Benton, AR 72019",1422 Saw Grass Cv,Benton,AR,,forRent,3,1400,,1500,3,https://www.zillow.com/homedetails/1422-Saw-Grass-Cv-Benton-AR-72019/82268083_zpid/,,133000,2026-09-21T00:00:00.000Z,Listed for rent,2024-07-17T00:00:00.000Z,Listing removed,2024-06-20T00:00:00.000Z,Listed for rent,2020-11-20T00:00:00.000Z,Sold,2013-06-06T00:00:00.000Z,Sold,2013-04-26T00:00:00.000Z,Pending sale
"418 S Main, Benton, AR 72015",418 S Main,Benton,AR,,forRent,3,1096,,1300,38,https://www.zillow.com/homedetails/418-S-Main-Benton-AR-72015/71708118_zpid/,,99500,2026-09-08T00:00:00.000Z,Listed for rent,2026-09-01T00:00:00.000Z,Listing removed,2026-08-17T00:00:00.000Z,Listed for rent,2018-08-10T00:00:00.000Z,Sold,2018-06-20T00:00:00.000Z,Sold,2018-04-03T00:00:00.000Z,Listed for sale
"307 S 4th St, Benton, AR 72015",307 S 4th St,Benton,AR,,forRent,3,1051,,1550,25,https://www.zillow.com/homedetails/307-S-4th-St-Benton-AR-72015/386521_zpid/,,161000,2026-09-21T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Sold,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-19T00:00:00.000Z,Contingent
"4825 Coronell Way, Bryant, AR 72022",4825 Coronell Way,Bryant,AR,,forRent,4,2060,,3050,38,https://www.zillow.com/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,Benton,AR,,forRent,3,1680,,1550,63,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500,2026-09-19T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed
"294 Stone Mountain Rd, Conway, AR 72032",294 Stone Mountain Rd,Conway,AR,,forRent,3,1216,,1650,11,https://www.zillow.com/homedetails/294-Stone-Mountain-Rd-Conway-AR-72032/122006123_zpid/,,42300,2026-09-13T00:00:00.000Z,Listed for rent,2025-04-17T00:00:00.000Z,Sold,2025-03-26T00:00:00.000Z,Contingent,2025-03-22T00:00:00.000Z,Listed for sale,,,,
"2615 Stivers Blvd, Bryant, AR 72022",2615 Stivers Blvd,Bryant,AR,,forRent,3,1736,,1700,12,https://www.zillow.com/homedetails/2615-Stivers-Blvd-Bryant-AR-72022/391919_zpid/,,190000,2026-09-16T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Listed for rent,2025-04-04T00:00:00.000Z,Sold,2025-03-05T00:00:00.000Z,Contingent,2025-03-01T00:00:00.000Z,Listed for sale,2022-06-13T00:00:00.000Z,Listing removed
"2714 Gage Dr, Benton, AR 72019",2714 Gage Dr,Benton,AR,,forRent,3,1303,,1500,24,https://www.zillow.com/homedetails/2714-Gage-Dr-Benton-AR-72019/92431557_zpid/,,122580,2026-08-31T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2018-05-12T00:00:00.000Z,Listing removed,2018-04-07T00:00:00.000Z,Listed for rent,2018-02-11T00:00:00.000Z,Listing removed,2018-01-21T00:00:00.000Z,Price change
"508 SW 4th St, Bryant, AR 72022",508 SW 4th St,Bryant,AR,,forRent,3,1510,,1950,17,https://www.zillow.com/homedetails/508-SW-4th-St-Bryant-AR-72022/391129_zpid/,,231000,2026-09-07T00:00:00.000Z,Listed for rent,2026-07-02T00:00:00.000Z,Listing removed,2026-06-18T00:00:00.000Z,Sold,2026-06-18T00:00:00.000Z,Listed for rent,2026-05-27T00:00:00.000Z,Contingent,2026-05-22T00:00:00.000Z,Price change
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,Mayflower,AR,,forRent,3,1290,,1550,22,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300,2026-09-23T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-12T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for sale,2026-08-11T00:00:00.000Z,Contingent
"1655 Duke St, Conway, AR 72032",1655 Duke St,Conway,AR,,forRent,3,1369,,1675,5,https://www.zillow.com/homedetails/1655-Duke-St-Conway-AR-72032/71713063_zpid/,,185000,2026-09-19T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-09-11T00:00:00.000Z,Listed for rent,2023-08-01T00:00:00.000Z,Sold,2023-05-18T00:00:00.000Z,Contingent,2023-04-23T00:00:00.000Z,Listed for sale
"2007 Arkansas Ave, Conway, AR 72034",2007 Arkansas Ave,Conway,AR,,forRent,3,1301,,1495,23,https://www.zillow.com/homedetails/2007-Arkansas-Ave-Conway-AR-72034/234341_zpid/,,90000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-26T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Listed for sale,2026-05-19T00:00:00.000Z,Listing removed
"21051 Natalie Ln, Little Rock, AR 72206",21051 Natalie Ln,Little Rock,AR,,forRent,3,1550,,1700,14,https://www.zillow.com/homedetails/21051-Natalie-Ln-Little-Rock-AR-72206/64691031_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,
"1505 Hathaway Dr, Conway, AR 72034",1505 Hathaway Dr,Conway,AR,,forRent,3,1207,,1475,21,https://www.zillow.com/homedetails/1505-Hathaway-Dr-Conway-AR-72034/241555_zpid/,,70000,2026-09-03T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Listing removed,2024-01-30T00:00:00.000Z,Listed for rent,2024-01-29T00:00:00.000Z,Listing removed,2024-01-27T00:00:00.000Z,Listed for rent,2016-01-09T00:00:00.000Z,Listing removed
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,Benton,AR,,forRent,3,1470,,1850,52,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,,210000,2026-08-04T00:00:00.000Z,Sold,2026-08-04T00:00:00.000Z,Listed for rent,2026-08-04T00:00:00.000Z,Contingent,2026-06-22T00:00:00.000Z,Price change,2026-05-30T00:00:00.000Z,Price change,2026-05-06T00:00:00.000Z,Price change
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,Benton,AR,,forRent,4,1725,,1700,38,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,,2026-09-21T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Listed for rent,,,,
"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,Benton,AR,,forRent,3,1680,,1400,8,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,,35564,2026-08-31T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-11-20T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Listing removed
"14815 Parkway Meadows Dr, Alexander, AR 72002",14815 Parkway Meadows Dr,Alexander,AR,,forRent,3,1243,,1495,26,https://www.zillow.com/homedetails/14815-Parkway-Meadows-Dr-Alexander-AR-72002/114165875_zpid/,,187500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Listed for rent,2025-08-21T00:00:00.000Z,Listing removed,2025-08-07T00:00:00.000Z,Price change,2025-07-31T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Listed for rent
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,Benton,AR,,forRent,3,1280,,1000,203,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,
"1609 Rushing Cir, Conway, AR 72032",1609 Rushing Cir,Conway,AR,,forRent,3,1400,,1475,24,https://www.zillow.com/homedetails/1609-Rushing-Cir-Conway-AR-72032/235792_zpid/,,116000,2026-08-31T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-06-19T00:00:00.000Z,Listed for rent,2024-06-19T00:00:00.000Z,Listing removed,2024-05-25T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Listing removed
"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,Benton,AR,,forRent,4,1650,,1800,41,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,,22000,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-01T00:00:00.000Z,Listing removed,2025-03-06T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed
"1510 Bennett, Benton, AR 72015",1510 Bennett,Benton,AR,,forRent,3,1312,,1450,2,https://www.zillow.com/homedetails/1510-Bennett-Benton-AR-72015/52934431_zpid/,,,2026-09-22T00:00:00.000Z,Listed for rent,,,,,,,,,,
"13900 Ridgecrest Dr, Alexander, AR 72002",13900 Ridgecrest Dr,Alexander,AR,,forRent,3,1088,,1595,0,https://www.zillow.com/homedetails/13900-Ridgecrest-Dr-Alexander-AR-72002/49814165_zpid/,,100000,2026-09-25T00:00:00.000Z,Listed for rent,2026-09-24T00:00:00.000Z,Listing removed,2026-08-31T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Listed for rent,,,,
"6099 Meridian Dr, Alexander, AR 72002",6099 Meridian Dr,Alexander,AR,,forRent,4,1824,,2195,14,https://www.zillow.com/homedetails/6099-Meridian-Dr-Alexander-AR-72002/456178536_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,2026-01-22T00:00:00.000Z,Listing removed,2025-12-23T00:00:00.000Z,Listed for rent,2025-11-27T00:00:00.000Z,Listing removed,2025-08-22T00:00:00.000Z,Listed for sale,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,Haskell,AR,,forRent,3,1088,,1150,36,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,
"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,Maumelle,AR,,forRent,3,1755,,1795,41,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,,240000,2026-09-19T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed
"1709 Durwood St, Benton, AR 72015",1709 Durwood St,Benton,AR,,forRent,3,1281,,1545,2,https://www.zillow.com/homedetails/1709-Durwood-St-Benton-AR-72015/382073_zpid/,,7000,2026-09-22T00:00:00.000Z,Listed for rent,1996-01-02T00:00:00.000Z,Sold,,,,,,,,
"2220 Chase Dr, Conway, AR 72034",2220 Chase Dr,Conway,AR,,forRent,3,1582,,1850,70,https://www.zillow.com/homedetails/2220-Chase-Dr-Conway-AR-72034/35730147_zpid/,,141000,2026-07-16T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2025-04-06T00:00:00.000Z,Listed for rent,2025-03-29T00:00:00.000Z,Listing removed,2025-01-19T00:00:00.000Z,Price change,2025-01-18T00:00:00.000Z,Listed for rent
"3264 Sidell Estates Dr, Benton, AR 72015",3264 Sidell Estates Dr,Benton,AR,,forRent,4,1652,,1795,41,https://www.zillow.com/homedetails/3264-Sidell-Estates-Dr-Benton-AR-72015/2063496322_zpid/,,,2026-08-14T00:00:00.000Z,Listed for rent,2022-07-02T00:00:00.000Z,Listing removed,2022-06-10T00:00:00.000Z,Price change,2022-04-28T00:00:00.000Z,Listed for sale,,,,
"302 N Lincoln St, Cabot, AR 72023",302 N Lincoln St,Cabot,AR,,forRent,3,1318,,1500,2,https://www.zillow.com/homedetails/302-N-Lincoln-St-Cabot-AR-72023/253236_zpid/,,119000,2026-09-22T00:00:00.000Z,Listed for rent,2014-02-28T00:00:00.000Z,Sold,,,,,,,,
"2064 Fern Valley Dr, Alexander, AR 72002",2064 Fern Valley Dr,Alexander,AR,,forRent,3,1394,,1595,8,https://www.zillow.com/homedetails/2064-Fern-Valley-Dr-Alexander-AR-72002/247595904_zpid/,,169000,2026-09-16T00:00:00.000Z,Listed for rent,2025-12-24T00:00:00.000Z,Listing removed,2025-11-13T00:00:00.000Z,Listed for rent,2023-05-30T00:00:00.000Z,Listing removed,2023-05-15T00:00:00.000Z,Listed for rent,2021-06-30T00:00:00.000Z,Listing removed
"7125 Anderson St, Alexander, AR 72002",7125 Anderson St,Alexander,AR,,forRent,3,1906,,1650,1,https://www.zillow.com/homedetails/7125-Anderson-St-Alexander-AR-72002/368443_zpid/,,167000,2026-09-23T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-07-24T00:00:00.000Z,Price change,2023-07-21T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Listing removed,2022-07-27T00:00:00.000Z,Listed for rent
